	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_01.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_04.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_05.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_07.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_08.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_09.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d	207_C_T2_sh_L_ND_10.c3d
82	0.570790	0.390628	0.850030	0.205509	0.510525	0.549666	0.232848	0.177281	0.084998	0.133018	0.489738	0.413782	0.331324	0.348652	0.194542	0.093237	0.034284	0.104589	0.474134	0.190679	0.039613	0.087768	0.338297	0.190046	0.101297	0.141808	0.341067	0.135114	0.842159	0.512013	0.358952	0.194776	0.038860	0.079655	0.322986	0.258139	0.050986	0.056491	0.243394	0.181445	0.319201	0.298270	0.516453	0.508237	0.187854	0.109815	0.243783	0.109648	0.100441	0.094019	0.474762	0.224058	0.060708	0.119016	0.348860	0.101036
83	0.441407	0.317916	0.809897	0.189125	0.510788	0.548771	0.222594	0.152606	0.139671	0.162941	0.491647	0.297887	0.323116	0.327677	0.256709	0.094352	0.034852	0.107280	0.428554	0.207052	0.035208	0.078465	0.334025	0.199637	0.096513	0.104421	0.390621	0.112498	0.818476	0.490603	0.393630	0.191884	0.057375	0.100046	0.285010	0.247790	0.052193	0.072735	0.243287	0.202361	0.322039	0.311997	0.491768	0.356016	0.192290	0.107408	0.140352	0.107143	0.111800	0.103470	0.513883	0.225527	0.061633	0.122478	0.359670	0.099801
84	0.314689	0.232940	0.814131	0.172307	0.497039	0.542872	0.222660	0.147296	0.220528	0.174755	0.455066	0.279066	0.305933	0.311407	0.268867	0.095184	0.033731	0.110222	0.381600	0.205964	0.035949	0.050024	0.333020	0.204190	0.100107	0.106441	0.535874	0.106221	0.762795	0.476544	0.396743	0.189180	0.068572	0.113801	0.276227	0.234634	0.061113	0.074785	0.240879	0.205232	0.326671	0.295339	0.451871	0.305764	0.202889	0.110783	0.096686	0.104417	0.110224	0.103112	0.566241	0.248949	0.062914	0.125228	0.412675	0.092196
85	0.279815	0.219137	0.929324	0.264106	0.485296	0.498026	0.230267	0.138696	0.288052	0.193244	0.433961	0.259615	0.193786	0.160999	0.295575	0.108392	0.038110	0.114777	0.351630	0.210579	0.065081	0.072415	0.320673	0.205231	0.097374	0.106614	0.568533	0.170274	0.679358	0.451662	0.427477	0.187815	0.071199	0.115842	0.275808	0.232610	0.074343	0.076242	0.238557	0.206700	0.313290	0.260950	0.405908	0.372036	0.207811	0.111143	0.101417	0.083490	0.107538	0.097052	0.559456	0.282911	0.065600	0.128018	0.496343	0.087223
86	0.291225	0.232017	1.071731	0.352082	0.482200	0.481775	0.240529	0.136783	0.302183	0.228332	0.584324	0.345517	0.121045	0.114926	0.310747	0.137488	0.039670	0.113242	0.339813	0.216069	0.073330	0.076009	0.308462	0.203975	0.089417	0.096013	0.558444	0.211681	0.613074	0.412886	0.467873	0.191216	0.072007	0.120636	0.275351	0.205794	0.081826	0.108498	0.267570	0.212874	0.340936	0.311904	0.382212	0.528316	0.217046	0.137176	0.098724	0.056481	0.109075	0.105955	0.519273	0.283113	0.063910	0.122766	0.538706	0.096657
87	0.276491	0.212463	1.145310	0.409992	0.474211	0.465233	0.240986	0.127306	0.311856	0.223211	0.610657	0.337932	0.129557	0.105894	0.318544	0.163782	0.055167	0.091692	0.336797	0.206691	0.072663	0.076475	0.269706	0.203865	0.061242	0.069729	0.549001	0.224040	0.609743	0.408819	0.495218	0.190430	0.075005	0.128230	0.272195	0.194300	0.098520	0.121057	0.312412	0.193464	0.374153	0.357596	0.373093	0.551926	0.219034	0.140008	0.099529	0.053474	0.108089	0.115776	0.481859	0.261325	0.061619	0.120623	0.532032	0.126698
88	0.282888	0.210445	1.123465	0.438482	0.315213	0.208080	0.241618	0.117924	0.418085	0.269222	0.674294	0.318900	0.186183	0.129198	0.342020	0.180893	0.076004	0.103946	0.532604	0.161535	0.071320	0.077043	0.237620	0.201908	0.079754	0.112839	0.474376	0.268872	0.551826	0.414429	0.523231	0.190410	0.078360	0.130595	0.257711	0.189179	0.099973	0.121106	0.323830	0.146210	0.437944	0.414424	0.390601	0.531137	0.205493	0.147848	0.108900	0.047788	0.099163	0.105443	0.453867	0.251389	0.056143	0.106032	0.494580	0.137408
89	0.284172	0.211528	1.020800	0.547567	0.148112	0.136998	0.240797	0.106140	0.439201	0.284721	0.701320	0.352352	0.249303	0.144445	0.350219	0.178432	0.076862	0.106831	0.588635	0.146533	0.069903	0.078107	0.227072	0.197607	0.122068	0.162804	0.433659	0.276319	0.494695	0.420268	0.568004	0.199805	0.078336	0.116224	0.210598	0.172731	0.102917	0.121149	0.313930	0.141250	0.470676	0.434704	0.390528	0.561295	0.204819	0.226311	0.125998	0.051228	0.109132	0.135902	0.473292	0.260427	0.055122	0.103791	0.440329	0.145189
90	0.281760	0.220800	0.942703	0.583247	0.083044	0.158775	0.199418	0.116800	0.408611	0.275740	0.706786	0.353563	0.255268	0.157248	0.336293	0.200391	0.091018	0.122880	0.719726	0.221468	0.069773	0.073761	0.223624	0.184718	0.171671	0.180718	0.283424	0.267949	0.468657	0.386325	0.621119	0.211531	0.084433	0.117055	0.087308	0.130571	0.105902	0.121086	0.266074	0.141523	0.458602	0.433639	0.373741	0.638796	0.234199	0.239767	0.140490	0.054144	0.114719	0.145684	0.472998	0.263983	0.065679	0.114090	0.427752	0.153904
91	0.285703	0.226963	0.950135	0.579839	0.090897	0.177205	0.170500	0.123537	0.390563	0.279825	0.712240	0.368848	0.281946	0.187091	0.327533	0.200963	0.106389	0.150521	0.740812	0.208207	0.069519	0.078455	0.217580	0.122453	0.195777	0.183246	0.473714	0.321407	0.375442	0.287393	0.647827	0.212462	0.082383	0.112681	0.038203	0.136996	0.107695	0.122794	0.240416	0.140421	0.452145	0.435658	0.365473	0.695190	0.234092	0.264516	0.139530	0.059346	0.114647	0.148431	0.445563	0.252629	0.077957	0.121162	0.428414	0.153930
92	0.293503	0.212688	0.994129	0.579885	0.238570	0.180698	0.204594	0.115846	0.362786	0.248333	0.797391	0.411645	0.315694	0.212722	0.328316	0.206567	0.107607	0.151550	0.742756	0.200627	0.070510	0.090258	0.208778	0.096393	0.234173	0.222450	0.632515	0.332080	0.353705	0.285771	0.649625	0.206668	0.076162	0.102558	0.046961	0.226325	0.106456	0.120706	0.240173	0.120456	0.433917	0.420799	0.366487	0.699084	0.242571	0.283885	0.141238	0.069565	0.112923	0.144826	0.408376	0.280186	0.078905	0.121152	0.428588	0.149030
93	0.289321	0.215109	1.034924	0.581412	0.331261	0.191793	0.272597	0.097343	0.373191	0.273073	0.765423	0.427114	0.339999	0.214524	0.295355	0.208567	0.098742	0.146341	0.715011	0.197065	0.057461	0.083361	0.126911	0.086757	0.264064	0.224199	0.629868	0.308003	0.309849	0.275570	0.638672	0.191645	0.089902	0.095763	0.080535	0.273555	0.111295	0.140930	0.240031	0.105008	0.442342	0.429661	0.366555	0.698453	0.267351	0.299335	0.144098	0.071905	0.141312	0.151763	0.317759	0.307496	0.078256	0.116116	0.428739	0.148038
94	0.295509	0.215955	1.041669	0.584963	0.368745	0.185630	0.370410	0.096447	0.347756	0.259384	0.775661	0.426432	0.344001	0.214823	0.267452	0.212279	0.083787	0.128772	0.536230	0.195610	0.029069	0.072739	0.108798	0.072879	0.271718	0.202378	0.668396	0.376109	0.273157	0.256877	0.626173	0.184318	0.118659	0.102236	0.081006	0.284335	0.098305	0.143705	0.242986	0.103219	0.458601	0.456010	0.366472	0.695962	0.273911	0.303254	0.146174	0.069315	0.253453	0.242873	0.244457	0.320130	0.079773	0.114842	0.428283	0.146626
95	0.334709	0.230058	0.975100	0.574816	0.388517	0.212662	0.388595	0.105065	0.253921	0.237094	0.775821	0.416722	0.343470	0.218056	0.269396	0.214554	0.085463	0.130904	0.463629	0.193734	0.020847	0.081197	0.125587	0.069541	0.254252	0.203389	0.846369	0.433380	0.246049	0.238586	0.593165	0.179276	0.159031	0.131872	0.131956	0.284221	0.094346	0.126549	0.231709	0.091565	0.470606	0.506427	0.336641	0.693563	0.267057	0.316643	0.153518	0.069026	0.333544	0.306295	0.236516	0.327539	0.079627	0.120759	0.427803	0.147653
96	0.499418	0.264021	0.822962	0.533609	0.393469	0.318069	0.389563	0.110429	0.231400	0.195776	0.758776	0.420435	0.351905	0.234866	0.258131	0.199740	0.070575	0.117850	0.211502	0.095965	0.021949	0.081486	0.148599	0.093942	0.234745	0.205928	0.837096	0.418527	0.236333	0.229692	0.574508	0.178023	0.197764	0.161518	0.183466	0.286858	0.072638	0.104184	0.178854	0.074252	0.465532	0.525064	0.268969	0.621484	0.283075	0.360721	0.161985	0.076150	0.425524	0.354424	0.261696	0.330292	0.081449	0.145608	0.413261	0.149827
97	0.634111	0.296706	0.671988	0.476096	0.401140	0.339487	0.441008	0.111800	0.216434	0.193079	0.752170	0.455624	0.359277	0.240227	0.265462	0.180694	0.060406	0.086209	0.175199	0.115406	0.034862	0.082300	0.194931	0.141521	0.224806	0.206083	0.720788	0.416766	0.231723	0.224802	0.580968	0.172443	0.269455	0.252019	0.192553	0.286262	0.064258	0.107489	0.134833	0.075403	0.431139	0.493360	0.229497	0.571051	0.290144	0.366389	0.173675	0.084546	0.448727	0.359006	0.311262	0.346158	0.081740	0.148497	0.348948	0.155502
98	0.675290	0.381227	0.582419	0.469051	0.422662	0.362406	0.494553	0.110272	0.203968	0.216575	0.707873	0.442805	0.346193	0.234566	0.240197	0.162070	0.089667	0.115650	0.322345	0.125306	0.053502	0.092903	0.223877	0.176794	0.186382	0.189153	0.706893	0.395374	0.254752	0.236940	0.568749	0.166428	0.276391	0.255160	0.219747	0.290065	0.067651	0.113123	0.149312	0.087988	0.398890	0.471512	0.210544	0.568882	0.296019	0.368802	0.174948	0.089281	0.515282	0.399499	0.277756	0.450908	0.079649	0.146328	0.239543	0.161865
99	0.726290	0.398806	0.576735	0.350179	0.514678	0.400979	0.507624	0.101635	0.176975	0.202751	0.471532	0.457834	0.305465	0.218319	0.204180	0.163070	0.105910	0.132099	0.419007	0.127339	0.078461	0.124896	0.271404	0.204818	0.142389	0.185922	0.700551	0.389394	0.314687	0.253885	0.541224	0.156339	0.280335	0.255091	0.226601	0.322551	0.067559	0.117210	0.186411	0.102367	0.422278	0.493262	0.216084	0.556028	0.335233	0.375481	0.170021	0.091848	0.611622	0.426495	0.273642	0.631826	0.078540	0.151538	0.183927	0.160898
100	0.913593	0.511545	0.566807	0.223927	0.549793	0.412065	0.515157	0.085897	0.226047	0.288804	0.514627	0.462594	0.285187	0.211821	0.197649	0.146643	0.110368	0.155153	0.422421	0.166262	0.094869	0.139797	0.280992	0.209031	0.126446	0.169591	0.573031	0.266267	0.335740	0.267460	0.516806	0.150200	0.285465	0.261696	0.249490	0.336530	0.067461	0.118984	0.216120	0.111795	0.424257	0.522139	0.228870	0.485200	0.327070	0.341904	0.160185	0.092637	0.653854	0.467236	0.287847	0.691571	0.077390	0.157047	0.181970	0.151236
101	0.941437	0.504327	0.523567	0.222430	0.559005	0.407617	0.516626	0.074766	0.253790	0.325293	0.373100	0.459984	0.271181	0.180966	0.197451	0.123704	0.115983	0.162897	0.452910	0.179016	0.095906	0.136141	0.281782	0.215306	0.106593	0.131913	0.374262	0.265643	0.326919	0.281726	0.485622	0.141717	0.284850	0.260931	0.267720	0.341531	0.065648	0.122997	0.229230	0.112852	0.424094	0.537004	0.228841	0.387859	0.288583	0.321487	0.144800	0.089786	0.670889	0.487913	0.308268	0.692060	0.078121	0.158477	0.182540	0.148563
