	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d
71	0.095601	0.087066	0.407250	0.561651	0.242920	0.407061	0.123730	0.125493	0.053518	0.046006	0.287203	0.217838	0.103732	0.300160	0.218352	0.233324	0.164056	0.142520	0.814108	0.703140	0.115176	0.730674	0.224768	0.258944	0.115851	0.110907	0.702423	0.606735	0.363555	0.501518	0.088580	0.058611	0.065812	0.061712	0.306760	0.394449	0.038877	0.130722	0.254923	0.192290	0.060659	0.072865	0.166286	0.242321	0.063938	0.242330	0.180731	0.212632	0.142360	0.119942	0.534986	0.396769	0.216690	0.629263	0.124190	0.121674	0.332420	0.167664	0.709949	0.647197	0.075985	0.110478	0.227391	0.256445
72	0.085072	0.079573	0.359464	0.547783	0.228315	0.419941	0.121935	0.125207	0.071633	0.094574	0.293470	0.241391	0.097385	0.295815	0.221759	0.234624	0.158277	0.138558	0.825703	0.712642	0.117731	0.740352	0.234050	0.256230	0.111346	0.108130	0.646391	0.594488	0.503906	0.498774	0.106294	0.078010	0.065141	0.058651	0.290881	0.391310	0.037143	0.110803	0.239702	0.188811	0.061163	0.069714	0.164416	0.246342	0.072337	0.241652	0.166686	0.193007	0.140540	0.114655	0.546066	0.391380	0.181871	0.572844	0.117280	0.101576	0.337699	0.167617	0.710787	0.622440	0.119742	0.103660	0.225874	0.259746
73	0.072926	0.072195	0.319701	0.524998	0.221481	0.428877	0.121426	0.123194	0.075952	0.106754	0.277742	0.229857	0.081644	0.354776	0.234568	0.241442	0.150519	0.129391	0.901841	0.748951	0.118254	0.740675	0.214254	0.241491	0.107067	0.106114	0.648901	0.547989	0.569910	0.499967	0.219766	0.418190	0.078380	0.058443	0.285594	0.401191	0.036003	0.114421	0.230512	0.158005	0.063621	0.073896	0.159884	0.243032	0.076648	0.241289	0.147072	0.171861	0.139282	0.112498	0.560478	0.445210	0.118899	0.439584	0.114840	0.109404	0.346854	0.178150	0.699179	0.569274	0.155073	0.101790	0.222278	0.264845
74	0.067104	0.069903	0.319616	0.562317	0.207772	0.448112	0.118833	0.119006	0.077102	0.108876	0.295324	0.213399	0.092974	0.410172	0.279775	0.234479	0.144461	0.122466	0.938039	0.759188	0.118895	0.747703	0.178855	0.221479	0.103920	0.105013	0.675903	0.533093	0.903627	0.557326	0.318090	0.583288	0.096275	0.057621	0.340932	0.448813	0.034173	0.100097	0.223638	0.107281	0.064212	0.075233	0.137799	0.234134	0.076595	0.241732	0.155501	0.173514	0.137629	0.112483	0.562942	0.582988	0.097752	0.414601	0.209486	0.120942	0.389084	0.200679	0.686646	0.516780	0.162181	0.105205	0.211890	0.262826
75	0.069598	0.074342	0.326458	0.591498	0.166232	0.435893	0.114567	0.118954	0.077693	0.112796	0.322589	0.193950	0.094814	0.414812	0.321203	0.223978	0.143369	0.119932	0.931186	0.692985	0.119067	0.760586	0.159241	0.236804	0.103649	0.105435	0.649904	0.560463	0.908344	0.555811	0.328962	0.592719	0.109295	0.053900	0.444107	0.512221	0.036249	0.091751	0.172179	0.082372	0.060733	0.074501	0.136851	0.252669	0.078771	0.239126	0.176003	0.172136	0.126998	0.113817	0.598720	0.712616	0.088055	0.217844	0.282906	0.138841	0.392386	0.201047	0.646748	0.472502	0.212897	0.110939	0.217818	0.251686
76	0.067045	0.073290	0.339608	0.553987	0.158845	0.431468	0.133157	0.260238	0.075975	0.114400	0.329450	0.176534	0.122503	0.535357	0.321676	0.262294	0.146203	0.122031	0.874120	0.598780	0.126087	0.771055	0.237641	0.270409	0.099975	0.104000	0.543198	0.574046	0.909184	0.501091	0.360506	0.655041	0.123651	0.059549	0.516368	0.547664	0.034384	0.086793	0.106409	0.096189	0.055081	0.074948	0.134038	0.246949	0.090700	0.235796	0.189620	0.161148	0.124423	0.124626	0.651954	0.773821	0.090802	0.079944	0.284819	0.142709	0.392001	0.201272	0.571031	0.425145	0.279226	0.106037	0.227441	0.246989
77	0.061530	0.062700	0.292044	0.507364	0.162152	0.439912	0.356274	0.649756	0.077666	0.115978	0.326854	0.183128	0.143713	0.586761	0.369450	0.304528	0.141514	0.118426	0.856643	0.601029	0.131442	0.777121	0.360376	0.279146	0.090717	0.102477	0.475313	0.613694	0.904073	0.456615	0.427004	0.736699	0.126507	0.060493	0.563060	0.558943	0.027161	0.087805	0.097074	0.098938	0.047705	0.075833	0.147620	0.256644	0.093423	0.266649	0.207108	0.154943	0.120914	0.143153	0.679132	0.786665	0.094661	0.069575	0.295360	0.147615	0.391779	0.201121	0.477312	0.411874	0.301969	0.153574	0.217150	0.246841
78	0.063778	0.056562	0.280352	0.536219	0.146757	0.367015	0.519124	0.767249	0.076921	0.116010	0.321942	0.197328	0.146294	0.588416	0.488617	0.333079	0.112271	0.091481	0.907097	0.589720	0.131338	0.776660	0.418764	0.276815	0.107264	0.110071	0.522558	0.686736	0.907637	0.443333	0.487917	0.788143	0.131409	0.063495	0.573975	0.556783	0.023152	0.077525	0.090383	0.102537	0.046508	0.079309	0.180018	0.260051	0.094054	0.285566	0.193897	0.146848	0.124264	0.153577	0.711629	0.785435	0.095251	0.071418	0.322946	0.151579	0.391299	0.199930	0.458651	0.407915	0.305599	0.174514	0.193157	0.237983
79	0.062561	0.054429	0.270816	0.603378	0.139426	0.336346	0.551840	0.782338	0.076051	0.122349	0.335586	0.193232	0.148890	0.588460	0.559892	0.345136	0.080848	0.061991	0.908682	0.568148	0.130808	0.767003	0.431939	0.278655	0.116296	0.107756	0.585115	0.725134	0.888198	0.443133	0.509580	0.802735	0.129209	0.068692	0.579701	0.575151	0.024351	0.072632	0.086354	0.112499	0.037371	0.074959	0.254936	0.291832	0.091289	0.278815	0.180267	0.150540	0.128174	0.158868	0.719143	0.784504	0.095838	0.073119	0.325568	0.157311	0.396575	0.201078	0.457459	0.402070	0.306189	0.169092	0.173327	0.207466
80	0.057232	0.053807	0.293712	0.652820	0.138339	0.314020	0.554136	0.856971	0.090227	0.139730	0.336318	0.192708	0.143742	0.590800	0.567172	0.350481	0.077468	0.054220	0.807862	0.546156	0.124938	0.692927	0.434106	0.276578	0.156171	0.126033	0.609553	0.717827	0.806712	0.397552	0.511218	0.804003	0.185541	0.111450	0.611596	0.604706	0.025816	0.072675	0.089320	0.116852	0.040982	0.096572	0.266315	0.296767	0.101697	0.343307	0.178211	0.149878	0.127525	0.154994	0.720255	0.798788	0.095095	0.075429	0.326138	0.153931	0.386504	0.201520	0.458693	0.393265	0.306292	0.169679	0.181703	0.184772
81	0.077028	0.063269	0.365537	0.672319	0.140614	0.302618	0.595824	0.930378	0.084186	0.123821	0.304574	0.155958	0.141998	0.591548	0.567294	0.350437	0.078792	0.054152	0.761911	0.520836	0.118854	0.574926	0.438646	0.269187	0.188944	0.138391	0.626175	0.685314	0.791608	0.392229	0.494662	0.761009	0.236327	0.137186	0.646556	0.606265	0.025923	0.073073	0.106071	0.117092	0.037403	0.094171	0.353948	0.299452	0.105054	0.357695	0.175029	0.126865	0.124855	0.156422	0.719804	0.851522	0.093008	0.076445	0.327878	0.150392	0.377546	0.203103	0.447915	0.383622	0.306415	0.168737	0.197378	0.184903
82	0.097613	0.076934	0.434774	0.676907	0.146380	0.300750	0.699586	0.970881	0.084461	0.162093	0.365334	0.255643	0.140284	0.594297	0.589245	0.352873	0.078499	0.057162	0.847717	0.560956	0.114465	0.556009	0.470157	0.259806	0.193021	0.143674	0.640006	0.648654	0.333336	0.227527	0.493298	0.607884	0.239160	0.137536	0.678198	0.575311	0.037630	0.090433	0.112676	0.116552	0.041991	0.125597	0.362443	0.305056	0.101274	0.320620	0.199483	0.120933	0.138025	0.158434	0.722166	0.931704	0.099484	0.079745	0.328434	0.130603	0.346558	0.190445	0.440935	0.379317	0.305353	0.179084	0.205063	0.165550
83	0.102912	0.083098	0.475786	0.671168	0.158878	0.260132	0.772585	0.985787	0.094732	0.180418	0.433732	0.359490	0.138729	0.595739	0.634231	0.359147	0.074718	0.053956	0.906404	0.591463	0.087798	0.379839	0.537980	0.255891	0.193335	0.145084	0.641532	0.640332	0.225326	0.209775	0.517894	0.620301	0.239577	0.137530	0.667845	0.543779	0.046547	0.092101	0.108507	0.114096	0.045341	0.143347	0.398906	0.263218	0.098175	0.310292	0.253910	0.135129	0.192521	0.166760	0.761458	0.982361	0.106211	0.083779	0.327519	0.126312	0.325788	0.185099	0.454801	0.389529	0.296939	0.188138	0.207203	0.137587
84	0.103274	0.084077	0.476852	0.670317	0.166364	0.247898	0.787339	0.988082	0.094441	0.179753	0.421011	0.371090	0.137679	0.545728	0.641530	0.349708	0.076668	0.054420	0.870687	0.536341	0.073422	0.252174	0.583500	0.255043	0.195306	0.148841	0.705776	0.684080	0.218681	0.224155	0.514327	0.594812	0.239456	0.138047	0.650679	0.536905	0.045263	0.094314	0.106193	0.108623	0.043393	0.143111	0.434240	0.225145	0.089656	0.310222	0.287434	0.154242	0.261572	0.174911	0.821341	0.989473	0.104938	0.082480	0.269613	0.116079	0.289189	0.163152	0.416486	0.379754	0.281368	0.190949	0.206596	0.122451
85	0.103880	0.083921	0.478244	0.668405	0.169368	0.281348	0.784503	0.965701	0.093851	0.177768	0.426085	0.423378	0.124470	0.460592	0.620590	0.335350	0.079932	0.057882	0.825750	0.548218	0.077212	0.255078	0.599161	0.263100	0.199324	0.152121	0.780305	0.738009	0.212850	0.225142	0.485079	0.497799	0.240049	0.141736	0.649550	0.539854	0.044013	0.095576	0.150559	0.094544	0.049603	0.140713	0.478426	0.268475	0.090009	0.311534	0.319563	0.161460	0.374741	0.187832	0.838057	0.984123	0.100534	0.080532	0.224795	0.116659	0.255712	0.145360	0.384110	0.364768	0.265419	0.190999	0.209059	0.111184
86	0.106887	0.085263	0.494132	0.644930	0.157975	0.274338	0.715776	0.769900	0.093439	0.178554	0.440761	0.463257	0.121631	0.454700	0.592744	0.335795	0.077652	0.056845	0.837401	0.601972	0.078467	0.252324	0.600543	0.276875	0.202413	0.152324	0.817790	0.773556	0.198929	0.226468	0.457631	0.399391	0.239699	0.142428	0.648402	0.540908	0.058410	0.098829	0.243768	0.098485	0.052900	0.139735	0.481190	0.265339	0.093075	0.316923	0.319708	0.160706	0.403245	0.196762	0.837942	0.949046	0.118492	0.087264	0.224396	0.121458	0.243441	0.141535	0.394168	0.388542	0.263240	0.188491	0.191198	0.101251
87	0.111940	0.088802	0.519084	0.611082	0.146753	0.286432	0.603825	0.640980	0.095693	0.176923	0.422931	0.469716	0.104002	0.351189	0.595172	0.317859	0.086053	0.059168	0.881443	0.600189	0.080666	0.222240	0.600488	0.256908	0.202788	0.152495	0.856546	0.776115	0.192320	0.216720	0.427410	0.355263	0.236041	0.141017	0.649072	0.526568	0.065821	0.114112	0.264008	0.109531	0.052033	0.137005	0.472783	0.256798	0.093359	0.324152	0.311221	0.160384	0.414114	0.232913	0.836579	0.862841	0.140550	0.112103	0.208521	0.115067	0.241428	0.138024	0.442820	0.413170	0.207854	0.220997	0.154501	0.096066
88	0.117573	0.092715	0.536382	0.608866	0.137544	0.277472	0.599613	0.631722	0.099840	0.177710	0.419276	0.481204	0.062121	0.192116	0.581596	0.276479	0.111730	0.075170	0.882298	0.555253	0.081991	0.198879	0.589251	0.218405	0.203403	0.154780	0.869936	0.780185	0.167455	0.190039	0.418039	0.351720	0.229320	0.139992	0.637487	0.473181	0.067379	0.125917	0.266182	0.127087	0.050463	0.132886	0.448798	0.220854	0.080817	0.321186	0.298378	0.158641	0.474972	0.310273	0.820901	0.780581	0.144591	0.125058	0.179837	0.111696	0.169066	0.097416	0.490359	0.419980	0.130148	0.248036	0.141550	0.095731
89	0.116547	0.090780	0.542818	0.595608	0.138000	0.276469	0.609207	0.531287	0.091585	0.165198	0.426582	0.482723	0.060732	0.183234	0.497837	0.228145	0.121856	0.085495	0.855944	0.550163	0.068910	0.158341	0.531614	0.210619	0.206561	0.156158	0.860870	0.756101	0.153447	0.174430	0.433816	0.358422	0.220618	0.139098	0.580575	0.393114	0.070669	0.161293	0.286280	0.133201	0.048958	0.122656	0.433811	0.228614	0.080006	0.288417	0.290036	0.152854	0.838635	0.437955	0.781675	0.733317	0.149505	0.165649	0.184715	0.145248	0.141775	0.089698	0.487627	0.412949	0.077939	0.215196	0.139653	0.100189
90	0.112553	0.088573	0.541964	0.545015	0.135137	0.278494	0.575381	0.387129	0.084532	0.162855	0.470425	0.487596	0.048110	0.188694	0.386371	0.194593	0.128000	0.087441	0.823450	0.543816	0.098122	0.154618	0.468825	0.214034	0.207112	0.156217	0.855869	0.718478	0.150236	0.173632	0.436030	0.384008	0.213989	0.138600	0.522689	0.329607	0.070260	0.162844	0.324577	0.134283	0.050159	0.123270	0.398284	0.248155	0.079103	0.276774	0.291556	0.153523	0.864526	0.436660	0.717210	0.721413	0.149712	0.180546	0.184676	0.200889	0.141691	0.090591	0.484265	0.403620	0.070728	0.217615	0.140619	0.102282
91	0.114131	0.089608	0.537384	0.483950	0.126917	0.274970	0.450373	0.262434	0.075779	0.126685	0.556663	0.485416	0.047810	0.183697	0.348055	0.188187	0.127951	0.086416	0.803755	0.542331	0.102072	0.154353	0.444408	0.211287	0.207068	0.154210	0.854964	0.685697	0.154848	0.178909	0.358359	0.349244	0.210850	0.140454	0.460077	0.302570	0.070767	0.174662	0.346536	0.162856	0.041910	0.091376	0.424953	0.285432	0.072330	0.260914	0.294222	0.148376	0.863027	0.442883	0.661333	0.716767	0.151338	0.202752	0.183848	0.209146	0.142195	0.091365	0.496313	0.406957	0.067813	0.220379	0.142749	0.095001
92	0.114575	0.087754	0.508291	0.440166	0.113017	0.267683	0.307935	0.195523	0.053454	0.060116	0.528670	0.458022	0.063651	0.181547	0.344554	0.171901	0.126848	0.085145	0.801101	0.537310	0.107460	0.191232	0.438732	0.212441	0.205422	0.147695	0.844473	0.646486	0.150002	0.172388	0.336185	0.326272	0.211136	0.141332	0.428253	0.317230	0.062635	0.169416	0.354870	0.199710	0.041652	0.080970	0.411873	0.302930	0.048518	0.127122	0.297014	0.148855	0.862629	0.444212	0.662407	0.724238	0.163664	0.282075	0.200207	0.213623	0.142964	0.096129	0.523295	0.410792	0.068110	0.219753	0.127475	0.079646
93	0.095971	0.075264	0.458592	0.445191	0.101242	0.243380	0.260920	0.181374	0.055309	0.059801	0.621868	0.465265	0.073169	0.175436	0.324072	0.152759	0.130770	0.086566	0.731839	0.487122	0.111586	0.262966	0.437806	0.211817	0.189008	0.137885	0.804714	0.576637	0.148419	0.168173	0.331750	0.327581	0.234131	0.171058	0.426777	0.313035	0.061026	0.168839	0.354930	0.215598	0.045029	0.081831	0.410607	0.310888	0.045271	0.111921	0.299756	0.148764	0.866307	0.447883	0.718586	0.735780	0.169431	0.299862	0.226276	0.214643	0.137465	0.104331	0.545304	0.414264	0.068073	0.225184	0.096564	0.076096
94	0.124052	0.080152	0.392870	0.449592	0.094081	0.199111	0.258115	0.180992	0.055429	0.061337	0.630281	0.440345	0.073076	0.157449	0.211783	0.139898	0.168748	0.101236	0.655524	0.424116	0.111759	0.272914	0.424843	0.200080	0.180109	0.132920	0.826920	0.554135	0.145807	0.158374	0.288293	0.353073	0.275786	0.187059	0.388533	0.265404	0.060812	0.164243	0.354431	0.219462	0.043327	0.089212	0.367685	0.291131	0.046856	0.114878	0.280206	0.141797	0.885117	0.454148	0.753073	0.729285	0.171730	0.300679	0.221402	0.208499	0.098128	0.088482	0.550017	0.412765	0.067984	0.217317	0.079221	0.083916
95	0.137020	0.080780	0.376237	0.453397	0.095120	0.192156	0.257995	0.176647	0.055083	0.058891	0.652935	0.424556	0.085918	0.176018	0.144971	0.155346	0.204578	0.120118	0.619644	0.426267	0.109056	0.276370	0.357201	0.185205	0.119856	0.100035	0.854476	0.577567	0.124844	0.121287	0.272246	0.386653	0.323606	0.187184	0.329731	0.221203	0.059244	0.163876	0.323400	0.216124	0.045145	0.091526	0.400466	0.382906	0.051034	0.122203	0.241924	0.127070	0.899957	0.456201	0.772934	0.692881	0.173375	0.302036	0.224435	0.200191	0.085311	0.078447	0.551738	0.405620	0.062589	0.211429	0.088068	0.096791
96	0.137715	0.082123	0.383282	0.456892	0.086651	0.135155	0.249167	0.144456	0.049683	0.056104	0.673634	0.413696	0.089624	0.174868	0.140955	0.162047	0.269731	0.146111	0.610597	0.407438	0.106612	0.284092	0.238377	0.193883	0.093799	0.091865	0.852285	0.580947	0.119908	0.121440	0.283235	0.397804	0.376414	0.191955	0.234366	0.229468	0.039631	0.154269	0.273413	0.210661	0.053077	0.091548	0.443171	0.420925	0.054239	0.123595	0.201042	0.110266	0.897519	0.453618	0.734901	0.681448	0.156208	0.297394	0.243015	0.213081	0.084367	0.075964	0.569878	0.385525	0.061065	0.209487	0.108098	0.107444
97	0.138235	0.079675	0.373989	0.444590	0.146096	0.130669	0.167442	0.113554	0.034186	0.049978	0.670602	0.444139	0.089450	0.161404	0.143214	0.159822	0.282771	0.152911	0.586768	0.349383	0.104621	0.311017	0.148665	0.193746	0.084999	0.085933	0.866138	0.585826	0.119721	0.109047	0.288701	0.400586	0.392756	0.204070	0.194938	0.246851	0.037262	0.147606	0.264395	0.209174	0.057736	0.090029	0.468740	0.415231	0.052881	0.118429	0.146431	0.098491	0.885777	0.455221	0.673506	0.693074	0.136721	0.287991	0.240100	0.217963	0.113489	0.077159	0.568974	0.342317	0.060068	0.213504	0.112343	0.111652
98	0.150879	0.089968	0.336677	0.392513	0.150834	0.135243	0.118376	0.111846	0.033745	0.038867	0.746021	0.471364	0.088376	0.149599	0.133124	0.152760	0.282917	0.164066	0.512968	0.440686	0.106872	0.365596	0.125518	0.171194	0.084526	0.083536	0.860196	0.584531	0.138432	0.117567	0.248201	0.387505	0.517868	0.233169	0.268873	0.276917	0.029013	0.116319	0.259822	0.198312	0.062602	0.085604	0.470077	0.418123	0.047395	0.100086	0.129839	0.103258	0.889855	0.461134	0.658813	0.696219	0.135069	0.284170	0.257990	0.279569	0.144732	0.081274	0.562778	0.334185	0.053578	0.212866	0.112130	0.112276
99	0.174710	0.102703	0.335407	0.328329	0.165605	0.170128	0.137137	0.117523	0.033903	0.035120	0.743087	0.470637	0.085512	0.144315	0.143414	0.137719	0.397631	0.212567	0.528499	0.572911	0.108406	0.372116	0.125678	0.157631	0.086015	0.079318	0.801157	0.542599	0.183548	0.111566	0.263107	0.394126	0.565146	0.238311	0.339245	0.289362	0.024957	0.090016	0.225259	0.193695	0.068832	0.081045	0.463469	0.394813	0.070291	0.093472	0.127431	0.106455	0.886146	0.456380	0.655915	0.694702	0.200107	0.283649	0.264725	0.345990	0.162178	0.091127	0.561732	0.328661	0.033738	0.168128	0.113137	0.115399
100	0.225646	0.110751	0.333839	0.352980	0.165563	0.173766	0.128997	0.129293	0.056395	0.038106	0.676599	0.518553	0.082520	0.135860	0.146638	0.126567	0.429968	0.225534	0.550425	0.614906	0.103857	0.363306	0.136104	0.167657	0.082838	0.077740	0.798633	0.477662	0.220091	0.105100	0.357197	0.404717	0.572810	0.237550	0.367289	0.292528	0.028206	0.093367	0.157079	0.186053	0.082817	0.079057	0.434059	0.372489	0.096581	0.103420	0.127561	0.104999	0.882993	0.443736	0.644061	0.691044	0.285073	0.312565	0.266060	0.356486	0.293203	0.134015	0.546047	0.299526	0.021977	0.137275	0.121014	0.122549
101	0.247449	0.114674	0.359120	0.413443	0.173978	0.195308	0.132050	0.132916	0.069092	0.045575	0.717084	0.502261	0.083355	0.129514	0.161795	0.124880	0.442179	0.227281	0.568283	0.616412	0.105998	0.359919	0.177566	0.189992	0.076847	0.077754	0.838949	0.447619	0.260004	0.105698	0.390817	0.405337	0.573694	0.238007	0.374275	0.293970	0.026873	0.063332	0.101788	0.151579	0.102471	0.088419	0.400553	0.418549	0.103005	0.112153	0.128210	0.103140	0.784026	0.350223	0.590804	0.671158	0.344129	0.328465	0.265773	0.359995	0.429869	0.156038	0.515037	0.245600	0.021881	0.134783	0.142467	0.134517
